0,3750000,0,0.0002666665955555745,3750000,9.999997333334045,0,134048,0,0.0002666665955555745,9.999997333334045,0.0002134624354142719,936932,1.999997865375646,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.00007999997866667236,3750000,2.9999992000002136,0.00029333325511113193,3750000,10.999997066667449,0,267836,0,0.0002666665955555745,9.999997333334045,0.000213447285724272,1873998,3.999997865527143,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.00029333325511113193,3750000,10.999997066667449,0.0003733332337778043,3750000,13.999996266667662,0,401461,0,0.0002666665955555745,9.999997333334045,0.0002844696294889752,2812250,7.9999971553037055,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.0008266664462222809,3750000,30.999991733335534,0.0005866665102222639,3750000,21.999994133334898,0,536152,0,0.0002666665955555745,9.999997333334045,0.00040004267121826335,3749599,14.99999599957329,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.0017333328711112343,3750000,64.99998266667129,0.0007199998080000512,3750000,26.99999280000192,0,670222,0,0.0002666665955555745,9.999997333334045,0.0004053335062756294,4687497,18.99999594666494,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.0030666658488891067,3750000,114.9999693333415,0.0008266664462222809,3750000,30.999991733335534,0.00012436588942131308,804078,0.9999987563411058,0.0002666665955555745,9.999997333334045,0.0004622169632203296,5625063,25.99999537783037,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.006293331655111559,3750000,235.99993706668346,0.001013333063111183,3750000,37.99998986666937,0.0006399624555359419,937554,5.999993600375444,0.0002666665955555745,9.999997333334045,0.0004877089718637646,6561289,31.99999512291028,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.010799997120000768,3750000,404.9998920000288,0.0014399996160001025,3750000,53.99998560000384,0.0007467151533706255,1071358,7.999992532848466,0.0002666665955555745,9.999997333334045,0.0006535146618681797,7497918,48.99999346485338,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.015413329223112207,3750000,577.9998458667078,0.002026666126222366,3750000,75.99997973333873,0.0017428123513941254,1204948,20.999982571876487,0.0002666665955555745,9.999997333334045,0.0007348631524799557,8436944,61.99999265136848,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.02061332783644591,3750000,772.9997938667217,0.0023199993813334983,3750000,86.9999768000062,0.001868056899518714,1338288,24.999981319431004,0.0002666665955555745,9.999997333334045,0.0008533329692445998,9375003,79.99999146667031,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.02711999276800193,3750000,1016.9997288000724,0.002773332593777975,3750000,103.99997226667406,0.0020392847820412422,1471103,29.999979607152177,0.0002666665955555745,9.999997333334045,0.000998729189828942,10313105,102.9999900127081,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
0.034506657464891344,3750000,1293.9996549334253,0.0034133324231113535,3750000,127.99996586667577,0.002119114160419435,1604443,33.999978808858394,0.0002666665955555745,9.999997333334045,0.001244451192135353,11249938,139.99998755548808,Zone 0
0,1,0,0,1,0,0,1,0,0,0,0,1,0,Collection Zone
